1.298531982853484124e+01,-1.977957844440064727e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.160863422892071117e-03,9.999810217008543445e-01
1.768408178838190992e+01,-1.367545124645562105e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.940242401916723147e-02,9.959955856224951276e-01
2.001039149877661671e+01,-9.926745077753623692e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.337138689418627110e-02,9.997268518323604303e-01
2.270807741665715085e+01,-5.297656872092622038e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.548824480667222114e-02,9.984593405283336276e-01
2.479906402539000254e+01,-1.686237293756309430e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.301507921031709869e-02,9.980125749669276347e-01
2.741217494827936818e+01,3.427957481825603114e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.473790935513820677e-02,9.979023013764052319e-01
2.981816746061578982e+01,7.895317903923092517e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.533052466636583344e-02,9.971586193046170221e-01
3.450028704197406881e+01,1.673432832068244336e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.535969489898683926e-02,9.978617691257197775e-01
3.709868040723217320e+01,2.189908004925659402e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.576305655280796636e-02,9.978352671622867653e-01
3.900090388605944725e+01,2.607077667714761571e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.627897911087204441e-02,9.970865144739463615e-01
4.155549368065880600e+01,3.072416485967085720e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.033499610334130958e-02,9.981781846169599515e-01
4.410802426677575028e+01,3.571004234800534860e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.115294828963501295e-02,9.967016599684681566e-01
4.639623445610350672e+01,3.968247653243875295e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.553722894005078820e-02,9.984566170854196621e-01
4.897141334531351475e+01,4.435464796379934072e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.163929724941511618e-02,9.980984906483919561e-01
5.131308791128805069e+01,4.881432055818875071e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.650360775287769810e-02,9.993335212135255885e-01
5.377218199230836859e+01,5.391828657422402138e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.806437782046977969e-02,9.969483200825922653e-01
5.608236720442287293e+01,5.833137851315489009e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.344681612907651147e-02,9.972991352650927288e-01
5.832409509781783186e+01,6.222285296679815225e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.434270740288250412e-02,9.979278611222692774e-01
6.083319704197345601e+01,6.749234975764760058e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.419629596433880370e-02,9.979372904067965733e-01
6.340656510220655662e+01,7.275913927782204915e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.720247134147122603e-02,9.977393586731951869e-01
6.581142457272541435e+01,7.707749627200771947e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.282788877309848641e-02,9.980243766523516635e-01
6.821506087895116366e+01,8.113615567793630134e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.889516021656834660e-02,9.988039163456439162e-01
7.056099736383357879e+01,8.630007213350541662e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.321722189875673859e-02,9.956457952211107409e-01
7.282136895509458441e+01,9.023821336432733986e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.231292095322591762e-02,9.973819937532522051e-01
7.534732350638381604e+01,9.498130926312818190e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.011957887358001074e-02,9.967852592615523699e-01
7.770011819709927181e+01,9.967789200914811687e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.297632418216031369e-02,9.956683198443012639e-01
8.008207470400782313e+01,1.044919750528012692e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.907062501135746713e-02,9.976117725651298951e-01
8.235301427996039081e+01,1.091507246684943055e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.757981238469664254e-02,9.961575058506869640e-01
8.475498295944132110e+01,1.139305198518549744e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.394131643081662042e-02,9.964706997176894232e-01
8.723536192686776758e+01,1.187575339639337280e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.319823531349890278e-02,9.965330168342239059e-01
8.963798096092601497e+01,1.234498698107012871e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.400221192869764751e-03,9.999990196898249639e-01
